85079688129|||Mathematics
85078921406|||Serbian Journal of Experimental and Clinical Research
85078915265|||Serbian Journal of Experimental and Clinical Research
85078719717|||Open Mathematics
85077214622|||Russian Journal of Electrochemistry
85077004804|||Biomolecules
85076048591|||International Journal of Molecular Sciences
85078834652|||Serbian Journal of Experimental and Clinical Research
85072116448|||Scientific Reports
85078911536|||Serbian Journal of Experimental and Clinical Research
85073750554|||Acta pharmaceutica (Zagreb, Croatia)
85073013195|||International Journal of Radiation Oncology Biology Physics
85068648566|||Journal of the American Ceramic Society
85062586949|||Scientific Reports
85062158175|||Advances in Difference Equations
85074233139|||The Lancet Gastroenterology and Hepatology
85074240207|||The Lancet Gastroenterology and Hepatology
85072768207|||JAMA Oncology
85075761746|||ChemistrySelect
85078275514|||IOP Conference Series: Materials Science and Engineering
85078308449|||IOP Conference Series: Materials Science and Engineering
85075998394|||World Journal of Gastroenterology
85080115101|||International Journal of Advanced Science and Technology
85071537520|||Polyhedron
85066467734|||Journal of Molecular Structure
85073763784|||Biotechnology Letters
85054842769|||Safety Science
85042934458|||Safety Science
85039940147|||Safety Science
85068436079|||Engineering Failure Analysis
85069898454|||Molecular and Cellular Biochemistry
85031680821|||Safety Science
85074184979|||Canadian journal of physiology and pharmacology
85070289737|||Coordination Chemistry Reviews
85067691140|||Clinical Rheumatology
85019718070|||Safety Science
85073508959|||Journal of Photochemistry and Photobiology B: Biology
85070928741|||Inorganica Chimica Acta
85077319348|||Srpski Arhiv za Celokupno Lekarstvo
85074580652|||Journal of Enterprise Information Management
85060927155|||European Journal of Special Needs Education
85068400704|||Scientia Horticulturae
85073989504|||Journal of Knowledge Management
85074671883|||IOP Conference Series: Earth and Environmental Science
85066959301|||Industrial Crops and Products
85078049956|||Proceedings - 2019 IEEE 19th International Conference on Bioinformatics and Bioengineering, BIBE 2019
85061496107|||International Journal of Environmental Science and Technology
85077492978|||IEEE Microwave and Wireless Components Letters
85076048343|||Serbian Journal of Electrical Engineering
85076012424|||Serbian Journal of Electrical Engineering
85074670067|||Journal of Chemical Sciences
85073252325|||Journal of Applied Mathematics and Computing
85071034485|||Mediterranean Journal of Mathematics
85070211794|||Journal of Biological Inorganic Chemistry
85068875027|||Physica A: Statistical Mechanics and its Applications
85068312478|||Computational Particle Mechanics
85078574193|||Proceedings - 2019 IEEE 19th International Conference on Bioinformatics and Bioengineering, BIBE 2019
85076356814|||Medical archives (Sarajevo, Bosnia and Herzegovina)
85074050369|||Pharmaceutics
85073764798|||Journal of Biological Inorganic Chemistry
85073632343|||Tehnicki Vjesnik
85073144509|||Indian Journal of Cancer
85078577093|||Proceedings - 2019 IEEE 19th International Conference on Bioinformatics and Bioengineering, BIBE 2019
85078575467|||Proceedings - 2019 IEEE 19th International Conference on Bioinformatics and Bioengineering, BIBE 2019
85078574219|||Proceedings - 2019 IEEE 19th International Conference on Bioinformatics and Bioengineering, BIBE 2019
85078044929|||Proceedings - 2019 IEEE 19th International Conference on Bioinformatics and Bioengineering, BIBE 2019
85073620823|||Tehnicki Vjesnik
85073616900|||Tehnicki Vjesnik
85068828848|||Molecular and Cellular Biochemistry
85072699052|||Medicina (Lithuania)
85077471777|||Journal of Lightwave Technology
85058556881|||Engineering with Computers
85077558577|||Open Access Macedonian Journal of Medical Sciences
85071283475|||Journal of Modern Optics
85068852629|||Plant Foods for Human Nutrition
85064091209|||Applied Mathematics and Computation
85067897129|||Polyhedron
85066309486|||Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment
85072677276|||Physical Review E
85077831132|||Recent advances in the roles of cultural and personal values in organizational behavior
85077824914|||Recent advances in the roles of cultural and personal values in organizational behavior
85078858835|||Serbian Journal of Experimental and Clinical Research
85078841866|||Serbian Journal of Experimental and Clinical Research
85076059370|||Hellenic journal of nuclear medicine
85075369105|||2019 IEEE 31st International Conference on Microelectronics, MIEL 2019 - Proceedings
85074480623|||Srpski Arhiv za Celokupno Lekarstvo
85073715602|||International Journal of Industrial Engineering and Management
85070676871|||Environmental Monitoring and Assessment
85068511488|||Computer Methods and Programs in Biomedicine
85078855936|||Serbian Journal of Experimental and Clinical Research
85075273691|||2019 IEEE East-West Design and Test Symposium, EWDTS 2019
85071623339|||International Journal of Advanced Manufacturing Technology
85070463223|||Nuclear Science and Techniques
85065755499|||Polyhedron
85063043546|||International Journal of High Performance Computing Applications
85057344710|||Serbian Journal of Experimental and Clinical Research
85056345253|||Central European Journal of Operations Research
85078940486|||Serbian Journal of Experimental and Clinical Research
85078862127|||Serbian Journal of Experimental and Clinical Research
85075608736|||Srpski Arhiv za Celokupno Lekarstvo
85074511464|||Srpski Arhiv za Celokupno Lekarstvo
85074489836|||Srpski Arhiv za Celokupno Lekarstvo
85074463169|||Srpski Arhiv za Celokupno Lekarstvo
85073506292|||Journal of Vibroengineering
85072915482|||Central European Journal of Public Health
85069597631|||Journal of Stored Products Research
85067243671|||Inorganica Chimica Acta
85065658404|||Clinical Rheumatology
85075613888|||Srpski Arhiv za Celokupno Lekarstvo
85072563362|||Materials
85067249809|||Inorganica Chimica Acta
85061225399|||Acta Neurologica Belgica
85078886188|||Serbian Journal of Experimental and Clinical Research
85072602147|||Sustainability (Switzerland)
85071458419|||International Journal of Environmental Research and Public Health
85069975819|||Journal of Plant Physiology
85055008264|||Biomedizinische Technik
85072508358|||Journal of Chemotherapy
85064541553|||Molecular and Cellular Biochemistry
85065711907|||Journal of Ethnopharmacology
85075791785|||Laser Physics Letters
85068058642|||British Food Journal
85065227791|||Kybernetes
85068514808|||Journal of Medical Economics
85068081315|||Clinical and Experimental Pharmacology and Physiology
85066042779|||Cytokine
85065831867|||Chemosphere
85068213922|||Comptes Rendus Chimie
85065641179|||Food Bioscience
85071148024|||Medicinski Glasnik
85078030493|||International Journal of Bank Marketing
85064341070|||Biologia
85068457020|||ChemistrySelect
85065726171|||Human Cell
85074211946|||EUROCON 2019 - 18th International Conference on Smart Technologies
85074209553|||EUROCON 2019 - 18th International Conference on Smart Technologies
85074208610|||EUROCON 2019 - 18th International Conference on Smart Technologies
85074200243|||EUROCON 2019 - 18th International Conference on Smart Technologies
85073293952|||Srpski Arhiv za Celokupno Lekarstvo
85070674225|||Metals
85068406338|||IET Circuits, Devices and Systems
85066937534|||Journal of Chemometrics
85073299984|||Srpski Arhiv za Celokupno Lekarstvo
85053185174|||Journal of Circuits, Systems and Computers
85068318832|||International Journal of Gynecological Cancer
85063634707|||Journal of Retailing and Consumer Services
85073289535|||Srpski Arhiv za Celokupno Lekarstvo
85064921313|||Bioorganic Chemistry
85064327005|||Computer Methods and Programs in Biomedicine
85067263009|||Hydrobiologia
85072108577|||Srpski Arhiv za Celokupno Lekarstvo
85067349464|||JACC: Heart Failure
85064276026|||Scientia Horticulturae
85071473551|||Laser Physics Letters
85070110881|||E3S Web of Conferences
85070103394|||E3S Web of Conferences
85068940228|||Journal of Coordination Chemistry
85066505562|||ACS Sustainable Chemistry and Engineering
85058620542|||Environmental Chemistry Letters
85066947619|||Journal of Hospitality and Tourism Technology
85067185618|||AIP Conference Proceedings
85073890688|||2019 8th Mediterranean Conference on Embedded Computing, MECO 2019 - Proceedings
85070019594|||Plants
85067606064|||Revista Mexicana de Fisica
85065734250|||Journal of Molecular Modeling
85064272037|||Journal of Process Control
85063726865|||European Journal of Immunology
85059537701|||Energy and Environment
85056465557|||European Journal of Drug Metabolism and Pharmacokinetics
85073802558|||Croatian Journal of Education
85069659166|||Eastern Journal of European Studies
85061792270|||Microscopy Research and Technique
85061452526|||Mechanical Systems and Signal Processing
85067198457|||PLoS ONE
85066077973|||Journal of Stored Products Research
85069264340|||PLoS Pathogens
85064545880|||Environmental Science and Pollution Research
85063493503|||Research in Developmental Disabilities
85066137089|||Journal of Cellular and Molecular Medicine
85063663119|||Journal of Inorganic Biochemistry
85063407125|||Mathematical Methods in the Applied Sciences
85065676768|||Journal of Coordination Chemistry
85067114554|||2019 18th International Symposium INFOTEH-JAHORINA, INFOTEH 2019 - Proceedings
85052605388|||Journal of Gastrointestinal Surgery
85064009974|||Energy
85054597990|||Management Decision
85067277379|||International Journal of Environmental Research and Public Health
85069646943|||Vojnosanitetski Pregled
85066414666|||Natural Product Communications
85064350997|||Vojnosanitetski Pregled
85064201558|||Radiation Measurements
85060480924|||Brain, Behavior, and Immunity
85070710484|||Srpski Arhiv za Celokupno Lekarstvo
85066398569|||Natural Product Communications
85059480969|||Journal of Physical Organic Chemistry
85074475444|||Microorganisms
85072268921|||Proceedings of the International Spring Seminar on Electronics Technology
85069678307|||Vojnosanitetski Pregled
85067699134|||Journal of B.U.ON.
85067657589|||Journal of B.U.ON.
85066827484|||Materials
85065531753|||Journal of General Physiology
85064435240|||Computers in Biology and Medicine
85061741311|||Bioorganic Chemistry
85060045801|||Indian Journal of Pediatrics
85061562905|||Cytokine
85070702537|||Srpski Arhiv za Celokupno Lekarstvo
85069662539|||Vojnosanitetski Pregled
85061634751|||Clinica Chimica Acta
85064086327|||The Lancet Neurology
85056784693|||Food Chemistry
85064526784|||BMC Oral Health
85055999754|||Transition Metal Chemistry
85056659258|||Discrete Applied Mathematics
85060876731|||Physica A: Statistical Mechanics and its Applications
85055106222|||Molecular and Cellular Biochemistry
85054555906|||European Journal of Drug Metabolism and Pharmacokinetics
85060104478|||Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy
85062553815|||Monatshefte fur Chemie
85066029781|||Journal of Chemotherapy
85029579949|||International Journal of Occupational Safety and Ergonomics
85057829442|||Internal and Emergency Medicine
85069703315|||Vojnosanitetski Pregled
85065805226|||Acta Medica Portuguesa
85060975410|||European Polymer Journal
85055729271|||Optics and Laser Technology
85060592296|||European Surgery - Acta Chirurgica Austriaca
85069699213|||Vojnosanitetski Pregled
85064652970|||Food and Function
85064213823|||Journal of Dental Education
85067393426|||Center for Educational Policy Studies Journal
85058972844|||Biologia
85059674977|||Medicinal Chemistry Research
85055333175|||Journal of Food Measurement and Characterization
85061405667|||Toxicology
85062865619|||Journal of Biomedical Science
85061257888|||Erwerbs-Obstbau
85041619971|||New Political Economy
85063985646|||Scandinavian Cardiovascular Journal
85071340764|||Sao Paulo Medical Journal
85060886194|||International Journal of Intercultural Relations
85060026899|||Microchemical Journal
85047379876|||Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science
85045066664|||Mathematics and Mechanics of Solids
85069936501|||Croatian Journal of Education
85069297911|||Srpski Arhiv za Celokupno Lekarstvo
85068996759|||Vojnosanitetski Pregled
85064127314|||Tribology in Industry
85065564804|||Acta Facultatis Medicae Naissensis
85063510521|||Materials
85062614022|||Journal of Cardiovascular Pharmacology
85067986482|||International Journal of Simulation Modelling
85068970361|||Vojnosanitetski Pregled
85063034929|||Journal of Advanced Ceramics
85069298263|||Srpski Arhiv za Celokupno Lekarstvo
85062011484|||Journal of Radiological Protection
85061552676|||Journal of Physical Chemistry A
85061075764|||Journal of Coordination Chemistry
85059181850|||Journal of Molecular Liquids
85052136614|||Molecular and Cellular Biochemistry
85055690235|||Journal of Mathematical Chemistry
85066296881|||Journal of Experimental and Theoretical Physics
85057493809|||Optik
85063541733|||Tehnicki Vjesnik
85061328488|||BMJ Open
85071091313|||Vojnosanitetski Pregled
85059140326|||Pathology Research and Practice
85057743904|||Materials Research Express
85051665548|||Transition Metal Chemistry
85064201171|||Frontiers in Behavioral Neuroscience
85041196220|||Social Indicators Research
85048946918|||Molecular and Cellular Biochemistry
85054088318|||Scientia Horticulturae
85059052467|||Computer Methods in Biomechanics and Biomedical Engineering
85062033339|||Astrophysical Journal
85048776829|||Molecular and Cellular Biochemistry
85050749145|||Food Chemistry
85059689282|||Sustainability (Switzerland)
85059632229|||Inorganic Chemistry
85050750783|||Journal of Molecular Structure
85052479503|||Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy
85059097076|||Expert Opinion on Drug Metabolism and Toxicology
85079905138|||Medicinski Casopis
85079433370|||Vojnosanitetski Pregled
85079391599|||Vojnosanitetski Pregled
85078459237|||Croatian Journal of Education
85077527742|||Filozofija i Drustvo
85077527624|||International Journal of Tourism Cities
85077355149|||Journal of Composite Materials
85077282062|||Journal of East European Management Studies
85076912143|||Vojnosanitetski Pregled
85076763079|||European Journal of Drug Metabolism and Pharmacokinetics
85076463129|||UPB Scientific Bulletin, Series A: Applied Mathematics and Physics
85076057766|||Polycyclic Aromatic Compounds
85075382229|||IOP Conference Series: Materials Science and Engineering
85075361198|||IOP Conference Series: Materials Science and Engineering
85075354610|||IOP Conference Series: Materials Science and Engineering
85075335028|||IOP Conference Series: Materials Science and Engineering
85074758722|||Continuum Mechanics and Thermodynamics
85074539431|||International Journal for Quality Research
85074012468|||EMJ - Engineering Management Journal
85073392680|||Serbian Journal of Experimental and Clinical Research
85073321907|||Periodica Polytechnica Chemical Engineering
85073064518|||Vojnosanitetski Pregled
85072814014|||Vojnosanitetski Pregled
85072715726|||Chinese Physics B
85072179142|||Yugoslav Journal of Operations Research
85072103077|||Clinical and Experimental Obstetrics and Gynecology
85071876112|||Match
85070688069|||Romanian Reports in Physics
85070549686|||Romanian Journal of Economic Forecasting
85070473872|||Serbian Journal of Experimental and Clinical Research
85070452732|||Serbian Journal of Experimental and Clinical Research
85068615519|||Natural Product Communications
85067012983|||Matematicki Vesnik
85066617970|||Proceedings - 25th Danubia-Adria Symposium on Advances in Experimental Mechanics, DAS 2008
85066448742|||International Journal of the Analytic Hierarchy Process
85065829536|||Frontiers in Neuroscience
85065667479|||Materials
85065258673|||Turk Psikiyatri Dergisi
85063604558|||Physical Chemistry Chemical Physics
85062358182|||Animal Biotechnology
85079904338|||Ekonomicky casopis
85079873646|||Medicinski Casopis
85079375263|||Vojnosanitetski Pregled
85078320684|||Filomat
85078296395|||Filomat
85077876301|||International Journal of Cognitive Research in Science, Engineering and Education
85077523160|||Notulae Botanicae Horti Agrobotanici Cluj-Napoca
85077505950|||Acta Physica Polonica A
85077472042|||Journal of Intelligent and Fuzzy Systems
85077459258|||Vojnosanitetski Pregled
85077187511|||Advances in Production Engineering And Management
85076982249|||Vojnosanitetski Pregled
85076897620|||Vojnosanitetski Pregled
85076187546|||Irish Journal of Medical Science
85075379620|||IOP Conference Series: Materials Science and Engineering
85075376429|||Discrete and Computational Geometry
85075359855|||IOP Conference Series: Materials Science and Engineering
85075358804|||IOP Conference Series: Materials Science and Engineering
85075345913|||IOP Conference Series: Materials Science and Engineering
85075339986|||IOP Conference Series: Materials Science and Engineering
85075328704|||Veterinarski Arhiv
85074475935|||Toxin Reviews
85074148371|||Serbian Journal of Experimental and Clinical Research
85073968701|||Current Issues in Tourism
85073407007|||Tribology in Industry
85073330378|||Serbian Journal of Experimental and Clinical Research
85073057126|||Vojnosanitetski Pregled
85072603479|||Turkish Journal of Electrical Engineering and Computer Sciences
85071450034|||Strojniski Vestnik/Journal of Mechanical Engineering
85071386862|||Acta Veterinaria Brno
85070692260|||Journal of Medical Biochemistry
85070254600|||Science of Sintering
85069966464|||Revista de Chimie
85069802929|||Przeglad Elektrotechniczny
85068793774|||Interactive Learning Environments
85068153931|||Open Medicine (Poland)
85067392777|||European Journal of Organic Chemistry
85066333763|||Farmacia
85065911577|||Farmacia
85065910021|||Frontiers in Microbiology
85065314755|||Advances in Intelligent Systems and Computing
85065292234|||Advances in Intelligent Systems and Computing
85065157058|||Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science
85064766189|||Materials
85064224795|||Srpski Arhiv za Celokupno Lekarstvo
85064223179|||Srpski Arhiv za Celokupno Lekarstvo
85064181480|||Open Mathematics
85063349238|||Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science
85063274091|||Lecture Notes in Networks and Systems
85063261096|||Lecture Notes in Networks and Systems
85063038537|||Drug and Chemical Toxicology
85062169577|||Turkish Journal of Agriculture and Forestry
85061066421|||Technology and Health Care
85060086256|||Vojnosanitetski Pregled
85059742545|||Waste Management and Research
85057295872|||Biomedicine and Pharmacotherapy
85044785724|||Mathematics and Mechanics of Solids
85079757212|||Materials Research
85079453916|||Filomat
85079414243|||Vojnosanitetski Pregled
85079409147|||Vojnosanitetski Pregled
85079014311|||Zbornik Instituta za Pedagoska Istrazivanja
85077793809|||Journal of Sports Medicine and Physical Fitness
85077430176|||Informatica (Netherlands)
85077380477|||Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science
85077214852|||Journal of the Geographical Institute Jovan Cvijic SASA
85077073889|||Journal of Operational Risk
85076886015|||Journal of Central European Agriculture
85075965359|||Vojnosanitetski Pregled
85075393118|||IOP Conference Series: Materials Science and Engineering
85075359681|||IOP Conference Series: Materials Science and Engineering
85075281877|||Integrating Assessment into Early Language Learning and Teaching
85074561283|||Amphibia Reptilia
85074157479|||Serbian Journal of Experimental and Clinical Research
85073807807|||Medicinski Casopis
85073751197|||Applied Ecology and Environmental Research
85073332737|||Serbian Journal of Experimental and Clinical Research
85072603536|||International Food Research Journal
85072190209|||Isokinetics and Exercise Science
85071781250|||Oxidative medicine and cellular longevity
85071556059|||Technisches Messen
85071535109|||Technisches Messen
85070452555|||Serbian Journal of Experimental and Clinical Research
85070113686|||Notulae Botanicae Horti Agrobotanici Cluj-Napoca
85068816356|||Cardiovascular Toxicology
85068570323|||Studies in Health Technology and Informatics
85068406806|||Advances and Trends in Engineering Sciences and Technologies III- Proceedings of the 3rd International Conference on Engineering Sciences and Technologies, ESaT 2018
85068153014|||RSC Advances
85067338181|||Smart Innovation, Systems and Technologies
85065482182|||Archives of Biological Sciences
85065437320|||Lecture Notes in Mechanical Engineering
85065056275|||Notulae Botanicae Horti Agrobotanici Cluj-Napoca
85064207007|||Srpski Arhiv za Celokupno Lekarstvo
85064189986|||Srpski Arhiv za Celokupno Lekarstvo
85063432864|||Journal of Mechanical Engineering
85063295137|||FME Transactions
85063278610|||Lecture Notes in Networks and Systems
85062839454|||Oxidative Medicine and Cellular Longevity
85062507493|||Acta Poloniae Pharmaceutica - Drug Research
85058518105|||Nuclear Medicine Communications
85057805354|||Match
85054412702|||Turkish Journal of Fisheries and Aquatic Sciences
85053940550|||Fatigue and Fracture of Engineering Materials and Structures
85079384671|||Vojnosanitetski Pregled
85079062314|||Bulgarian Chemical Communications
85077890374|||Stem Cells International
85077387063|||International Urology and Nephrology
85077145636|||Journal of Oncology Pharmacy Practice
85077070164|||Tarim Bilimleri Dergisi
85076914803|||Vojnosanitetski Pregled
85076899628|||Vojnosanitetski Pregled
85076810364|||Journal of B.U.ON.
85076315100|||Journal of the Chinese Medical Association
85075477235|||BioFactors
85074967588|||Journal of B.U.ON.
85073804627|||IEEE Sensors Journal
85073266866|||Serbian Journal of Experimental and Clinical Research
85072707835|||Journal of Biological Chemistry
85072347838|||Undersea and Hyperbaric Medicine
85071720281|||Acta Medica Mediterranea
85071353371|||Advances in Experimental Medicine and Biology
85071329670|||Journal of the Serbian Chemical Society
85071170917|||Theranostics
85070973711|||Tehnicki Vjesnik
85070475841|||Serbian Journal of Experimental and Clinical Research
85070458453|||Serbian Journal of Experimental and Clinical Research
85069770511|||Economic Research-Ekonomska Istrazivanja
85069524732|||Indian Journal of Hematology and Blood Transfusion
85069470463|||International Journal of Applied Research in Veterinary Medicine
85069457758|||Journal of Environmental Protection and Ecology
85068763292|||Linear and Multilinear Algebra
85068689006|||Acta Poloniae Pharmaceutica - Drug Research
85068539383|||Frontiers in Immunology
85068211913|||Match
85067938933|||Canadian Journal of Physiology and Pharmacology
85067829648|||Current Stem Cell Research and Therapy
85067808969|||Current stem cell research &amp; therapy
85066443255|||Semantic Web
85065699311|||Journal of Central European Agriculture
85065081972|||IEEE Access
85064189549|||Applied Physiology, Nutrition and Metabolism
85063501144|||Journal of Physics A: Mathematical and Theoretical
85053291214|||Inorganica Chimica Acta
85049318181|||South African Journal of Botany
85078887556|||Bulgarian Chemical Communications
85076931173|||Vojnosanitetski Pregled
85075869445|||Industrial Crops and Products
85075124703|||Veterinarski Arhiv
85074579027|||Acta Poloniae Pharmaceutica - Drug Research
85071687081|||Journal of Research in Medical Sciences
85071677656|||Agriculture and Forestry
85071625690|||Canadian Journal of Physiology and Pharmacology
85070501992|||Macedonian Journal of Chemistry and Chemical Engineering
85070448959|||Serbian Journal of Experimental and Clinical Research
85069898918|||Frontiers in Physiology
85069664603|||PLoS ONE
85067702150|||Vojnosanitetski Pregled
85064385519|||Match
85064173051|||Journal of Mining and Metallurgy, Section B: Metallurgy
85062811949|||Acta Poloniae Pharmaceutica - Drug Research
85062364657|||Acta Chimica Slovenica
85062092958|||Journal of the Brazilian Society of Mechanical Sciences and Engineering
85054776069|||Serbian Journal of Experimental and Clinical Research
85071776536|||Advances in Experimental Medicine and Biology
85071151745|||Medicina (Lithuania)
85071143642|||Acta Clinica Croatica
85068839245|||Frontiers in Pharmacology
85064246956|||Annali dell'Istituto Superiore di Sanita
85058917545|||International Journal of Molecular Sciences
85079414338|||Vojnosanitetski Pregled
85072918914|||Frontiers in Pharmacology
85066095870|||Stem Cells International
85062271851|||Oxidative Medicine and Cellular Longevity
85061259679|||Journal of Peptide Science
85070721263|||Processing and Application of Ceramics
85060572635|||International Journal of Sports Medicine
85072746075|||International Journal of COPD
85065700960|||Engineering with Computers
85077898113|||Injury Prevention
85061305951|||BMJ (Online)
85058615509|||Mutagenesis
85059384718|||Physical Review E
85059228285|||Frontiers in Public Health
85060579925|||2018 13th International Symposium on Electronics and Telecommunications, ISETC 2018 - Conference Proceedings
85049002571|||Environmental Chemistry Letters
85047904838|||Discrete Applied Mathematics
85049884564|||Science of the Total Environment
85070026467|||Serbian Journal of Experimental and Clinical Research
85068904904|||Serbian Journal of Experimental and Clinical Research
85068897763|||Serbian Journal of Experimental and Clinical Research
85062903640|||Acta Physica Polonica A
85059331663|||Zbornik Radova Ekonomskog Fakultet au Rijeci
85059272825|||Zbornik Radova Ekonomskog Fakultet au Rijeci
85057053262|||Journal of the Brazilian Society of Mechanical Sciences and Engineering
85056105927|||Laser Physics
85055716923|||Monatshefte fur Chemie
85031317053|||AKCE International Journal of Graphs and Combinatorics
85063639773|||Facta Universitatis, Series: Mechanical Engineering
85063534292|||Nuclear Technology and Radiation Protection
85060178297|||Tribology in Industry
85060167581|||Tribology in Industry
85059406174|||Tehnicki Vjesnik
85058530347|||Journal of Low Frequency Noise Vibration and Active Control
85055647426|||AEU - International Journal of Electronics and Communications
85055498630|||Medical Physics
85055039311|||Optical Fiber Technology
85053759943|||Journal of Inorganic Biochemistry
85053535526|||Archive of Applied Mechanics
85051086012|||Physica A: Statistical Mechanics and its Applications
85070027094|||Serbian Journal of Experimental and Clinical Research
85068503034|||Serbian Journal of Experimental and Clinical Research
85059225553|||North-Western Journal of Zoology
85057208955|||Journal of Animal and Plant Sciences
85054743102|||Food and Chemical Toxicology
85053773908|||Polyhedron
85041516214|||Periodica Mathematica Hungarica
85068928590|||Serbian Journal of Experimental and Clinical Research
85068523788|||Serbian Journal of Experimental and Clinical Research
85060238642|||Plants
85058733964|||Scientific Reports
85058537115|||Iranian Journal of Public Health
85056180192|||Journal of Stored Products Research
85056133420|||Tamkang Journal of Mathematics
85053811669|||Journal of Inorganic Biochemistry
85041126240|||Scientific Reports
85060296502|||Vojnosanitetski Pregled
85060277324|||Vojnosanitetski Pregled
85049256384|||Scientific Reports
85070770622|||Medical archives (Sarajevo, Bosnia and Herzegovina)
85057299281|||Materials
85056723541|||Organometallics
85059238131|||Frontiers in Public Health
85029411156|||Natural Product Research
85057157683|||The Lancet
85057379682|||Frontiers in Immunology
85048822971|||Applied Mathematics and Computation
85053371174|||Polyhedron
85050303082|||Composites Part B: Engineering
85049515292|||Optics Communications
85056187313|||The Lancet
85056166310|||The Lancet
